v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25
1.67466414137522,-0.10511373430653,1.12307110764169,0.159779568806783,-2.65340017734892,0.731479837765864,0.248630023267718,-2.4112339211915,0.975680032916094,9.01119358624732,0.84695507698722,0.311177249830166,1.72761128947455,-7.09770446245186,0.958890829820557,11.3694075238361,-9.63590596866081,0.675952279702022,0.576769232315735,-2.31660851789595,0.897269216980864,1.07909982053685,0.000849615716240592,0.874327411044391,1.53120983594426
1.81598329878845,0.793211892692028,0.437694088361255,1.37438726429679,-0.0559558981329991,0.678019415484842,0.245999007490114,2.63214186550081,1.09465336136408,1.09959599959203,-2.84979216451702,0.460047120280368,0.969116383698388,1.64558383634615,0.899554159230897,5.01221378537529,0.539524140914556,0.540898274008138,1.20535612893576,-0.0830005411178143,1.07342177045945,2.7506142567808,3.38565648850865,0.588491161264556,0.201809480167048
0.777174240758348,-1.03017434957993,0.439460527142646,1.37172639127542,1.60536615105062,0.695225024632464,0.969701565712737,2.47388203337225,0.910367602662094,4.99758422066073,2.09834961031949,0.601349645756801,0.240091934099609,10.2395312512297,0.933448746724172,8.61119800693091,-4.82501210423354,0.39458525589899,1.37214523225627,1.55687426747544,1.02202134272822,1.00990166076478,0.142590015968698,0.746743404827743,0.322322507953641
1.03092513080026,1.57653877138071,0.906159830516249,1.02879175988269,-0.723861671449942,0.626546167919909,0.321099346762992,-4.72461533335201,1.03908993159966,6.12951236340262,-1.63776597479579,0.281626368117433,1.96593463109188,-3.09121586812974,0.916060558154009,12.4806421470401,-0.0940245066352033,0.663544924935711,0.9827088744993,-0.436994243347345,1.38623812422933,3.05443393197029,-0.259627476075193,0.561821907056921,0.369479084758222
0.872935471229539,-0.723648453321838,1.16391475070686,3.08536430988918,0.129385818159588,0.896113415159547,1.2154467080309,0.969162408446257,0.972609073418482,7.53508803699509,-5.73003517742568,0.320004782245082,1.61926597576267,-0.577005156423963,0.960972330961204,9.72991933971309,1.10630804613014,0.563322728462106,2.70091146785759,-0.280499539091714,0.838548960743326,2.01229837022845,-0.989132700508456,0.837139142485208,0.944998655913742
0.933576149455144,3.57569648562777,1.29044858372721,2.04140812850541,-0.401215021385082,0.569393854472243,5.37217026302065,4.854911712218,0.990292525087572,4.20357401439243,2.38433379936725,0.647266162760823,0.492177679871246,5.15492836000538,1.07062633005859,9.02520049203058,4.25545130834667,0.41616100193023,1.4997718021612,1.69646789159962,0.89734546917096,2.6124509689682,-0.655300702752766,0.587185551386316,0.561479897602364
2.06598082930697,-2.71490504817276,0.993522039560334,0.181711954376758,5.00332530339057,0.735507986720726,1.01861165349223,5.32798137138398,1.10013896975217,2.57438711340647,1.53670577476832,0.688824469606984,0.297530854883848,5.52385489102229,0.927165518945118,4.94396901038975,-7.94735478786347,0.201787420452344,0.800901645171052,-2.23887017804548,1.18136963127003,0.327945835225612,-0.983779709911759,0.847120857387262,4.23282034122859
0.659129420577813,-3.47941384492519,0.784942004376048,0.185540593323444,-0.508990957608007,0.885343464086002,1.47565332282464,-4.10266583597699,1.03937753319252,2.43122568110586,0.149713433601755,0.898372291082235,0.482544182078521,3.68156829480418,0.961800610491683,9.08146108697605,-5.53002713709393,0.456407616273569,0.918437862496232,-2.41410414525901,1.02757665639388,5.84649728033156,0.944078324919144,0.889438613692354,0.919517708883831
2.26490288877834,1.33390212454878,0.910898368714672,0.556199062506586,0.0536434698871591,0.557106798997097,0.587159732550633,-1.73530298364132,0.957066205196311,3.80753159159642,-2.95941210624564,0.655970838435178,1.32515740637051,3.55893137611806,0.983649100702944,1.74202383614008,1.00694133860889,0.642954079305973,2.17968277999822,1.26292534542013,1.02066436687785,1.1471466965242,1.43235012107101,0.898437206056051,1.10893163972906
0.450246711416077,-1.08958018512354,0.87925604244332,3.3906029833761,0.887897935539693,0.751659683339819,0.507290575408914,3.63092979472144,1.0289935834956,4.42603226860968,-2.00276791315989,0.482755342544052,1.73972562031992,-2.35188133929423,1.10733367249239,5.77265894277482,4.19660649768643,0.798832813422895,0.615484104285683,-4.61743144774727,1.24758946685605,4.0468181840381,1.4009291175251,0.940202545089222,0.94276112356596
